datetime,altitude,longitude,latitude,radiation,temperature,pression,humidite,
2022-06-03 12:59:08,25048.80,0.52526802,48.28571320,2.66,14.61,36.94,9.19,
2022-06-03 13:00:08,25429.10,0.51770002,48.28374100,2.65,14.58,35.10,9.29,
2022-06-03 13:01:08,25791.50,0.51182503,48.28303909,2.62,14.56,33.34,9.37,
2022-06-03 13:02:08,26162.20,0.50378799,48.28246689,2.60,14.56,31.65,9.43,
2022-06-03 13:03:08,26520.40,0.49727300,48.28163147,2.59,14.58,30.07,9.50,
2022-06-03 13:04:08,26893.70,0.49103999,48.28063583,2.59,14.62,28.55,9.58,
2022-06-03 13:05:08,27286.40,0.48424700,48.27948380,2.57,14.68,27.13,9.64,
2022-06-03 13:06:08,27689.90,0.47743499,48.27880859,2.56,14.75,25.77,9.70,
2022-06-03 13:07:08,28081.90,0.47016299,48.27733612,2.56,14.85,24.45,9.76,
2022-06-03 13:08:08,28466.20,0.46073201,48.27687454,2.54,14.96,23.21,9.81,
2022-06-03 13:09:08,28853.00,0.45282000,48.27656937,2.53,15.09,22.02,9.86,
2022-06-03 13:10:08,29256.00,0.44535500,48.27826691,2.52,15.25,20.88,9.87,
2022-06-03 13:11:08,29656.60,0.44028801,48.27898407,2.51,15.42,19.82,9.88,
2022-06-03 13:12:08,30045.80,0.43344200,48.27878952,2.49,15.63,18.82,9.88,
2022-06-03 13:13:08,30431.80,0.42828700,48.28245544,2.48,15.84,17.88,9.85,
2022-06-03 13:14:08,30808.90,0.42586499,48.28477859,2.45,16.08,16.96,9.82,
2022-06-03 13:15:08,31184.30,0.42579201,48.28578568,2.45,16.34,16.10,9.75,
2022-06-03 13:16:08,31563.10,0.42305499,48.28575134,2.43,16.62,15.33,9.64,
2022-06-03 13:17:08,31939.80,0.41830200,48.28519821,2.43,16.91,14.59,9.55,
2022-06-03 13:18:08,32331.60,0.41282201,48.28520203,2.41,17.21,13.88,9.42,
2022-06-03 13:19:08,32731.10,0.40925801,48.28478622,2.39,17.52,13.23,9.30,
2022-06-03 13:20:08,33148.10,0.40481201,48.28385162,2.36,17.84,12.59,9.12,
2022-06-03 13:21:08,33570.50,0.39653799,48.28245926,2.36,18.18,12.02,8.93,
2022-06-03 13:22:08,33952.40,0.38813800,48.28158188,2.33,18.53,11.47,8.71,
2022-06-03 13:23:08,34315.20,0.37864700,48.28095627,2.32,18.90,10.94,8.47,burst
2022-06-03 13:24:08,31934.10,0.37208501,48.28030014,2.30,19.27,10.42,8.24,
2022-06-03 13:25:08,29692.60,0.36866301,48.28123093,2.29,19.67,9.96,7.99,
2022-06-03 13:26:08,27842.30,0.36226001,48.28092957,2.27,20.07,10.30,7.72,
2022-06-03 13:27:08,26328.20,0.35506999,48.28169250,2.26,20.49,11.46,7.55,
2022-06-03 13:28:08,24954.00,0.34596699,48.28121948,2.23,20.90,13.35,7.43,
2022-06-03 13:29:08,23757.80,0.34424299,48.28108215,2.23,21.30,15.87,7.32,
2022-06-03 13:30:08,22719.30,0.33826500,48.28141785,2.21,21.65,19.03,7.03,
2022-06-03 13:31:08,21715.70,0.33400699,48.28173828,2.20,21.95,22.74,6.76,
2022-06-03 13:32:08,20767.80,0.33326200,48.28310394,2.19,22.18,26.90,6.50,
2022-06-03 13:33:08,19833.90,0.33408001,48.28584671,2.18,22.35,31.58,6.12,
2022-06-03 13:34:08,19009.90,0.33512700,48.28956985,2.17,22.45,36.84,5.81,
2022-06-03 13:35:08,18236.30,0.33590201,48.29011917,2.16,22.49,42.80,5.54,
2022-06-03 13:36:08,17488.90,0.33925700,48.29249573,2.12,22.45,49.31,5.40,
2022-06-03 13:37:08,16830.90,0.34345001,48.29669952,2.11,22.35,56.35,5.25,
2022-06-03 13:38:08,16232.60,0.35015300,48.29919815,2.11,22.19,63.96,5.07,
2022-06-03 13:39:08,15613.20,0.35900301,48.30255127,2.10,21.98,71.95,5.04,
2022-06-03 13:40:08,15002.80,0.37065700,48.30772400,2.09,21.71,80.20,4.97,
2022-06-03 13:41:08,14425.30,0.38190201,48.31482315,2.08,21.40,89.00,4.83,
2022-06-03 13:42:08,13959.60,0.39022800,48.32198334,2.07,21.04,98.42,4.80,
2022-06-03 13:43:08,13512.30,0.39574999,48.32778549,2.06,20.65,108.37,4.76,
2022-06-03 13:44:08,12992.50,0.40670800,48.33282089,2.04,20.24,118.41,4.77,
2022-06-03 13:45:08,12504.90,0.41716999,48.34088516,2.03,19.81,128.57,4.77,
2022-06-03 13:46:08,12051.60,0.42867300,48.34911346,2.01,19.35,139.44,4.72,
2022-06-03 13:47:08,11664.90,0.43939501,48.35610580,1.99,18.87,150.91,4.71,
2022-06-03 13:48:08,11287.90,0.45282999,48.36367416,2.22,18.38,162.89,4.67,
2022-06-03 13:49:08,10909.50,0.46405199,48.37414932,2.44,17.89,174.97,4.74,
2022-06-03 13:50:08,10544.00,0.47198701,48.38570023,2.42,17.40,187.21,4.77,
2022-06-03 13:51:08,10209.50,0.47728801,48.39522171,2.40,16.89,199.79,4.80,
2022-06-03 13:52:08,9870.90,0.48304299,48.40372467,2.38,16.37,212.64,4.80,
2022-06-03 13:53:08,9540.10,0.48731500,48.41310883,2.38,15.86,225.55,4.82,
2022-06-03 13:54:08,9229.80,0.49201301,48.42323685,2.57,15.35,238.74,4.89,
2022-06-03 13:55:08,8912.70,0.49677500,48.43376541,2.56,14.83,252.16,4.92,
2022-06-03 13:56:08,8592.00,0.50317001,48.44411850,2.68,14.33,265.69,5.01,
2022-06-03 13:57:08,8268.80,0.51073498,48.45274734,2.79,13.82,279.48,5.14,
2022-06-03 13:58:08,7955.10,0.51753801,48.46128464,2.90,13.30,293.62,5.39,
2022-06-03 13:59:08,7625.00,0.52633297,48.46997452,2.90,12.79,308.24,5.61,
2022-06-03 14:00:08,7304.00,0.53652298,48.47717667,3.01,12.28,323.22,5.94,
2022-06-03 14:01:08,6989.90,0.54540002,48.48344421,3.06,11.80,338.84,6.44,
2022-06-03 14:02:08,6677.30,0.55507803,48.48974991,3.09,11.35,354.95,7.05,
2022-06-03 14:03:08,6398.10,0.56458998,48.49464417,3.11,10.94,371.49,7.80,
2022-06-03 14:04:08,6112.60,0.57286698,48.49948120,3.10,10.58,388.52,8.52,
2022-06-03 14:05:08,5841.70,0.58131200,48.50439453,3.13,10.26,405.49,9.21,
2022-06-03 14:06:08,5573.70,0.58904999,48.50896454,3.14,9.98,422.66,9.99,
2022-06-03 14:07:07,5305.30,0.59569502,48.51291656,3.18,9.74,439.89,10.77,
2022-06-03 14:08:07,5030.10,0.60158700,48.51719666,3.18,9.55,457.26,11.46,
2022-06-03 14:09:08,4749.50,0.60874301,48.52162933,3.16,9.41,474.94,12.83,
2022-06-03 14:10:08,4475.70,0.61478198,48.52643204,3.17,9.32,493.03,14.02,
2022-06-03 14:11:08,4250.90,0.62034702,48.53071213,3.17,9.28,511.54,14.82,
2022-06-03 14:12:08,4023.70,0.62586999,48.53510666,3.18,9.29,530.46,16.70,
2022-06-03 14:13:08,3786.90,0.63154501,48.53850937,3.19,9.34,548.99,20.31,
2022-06-03 14:14:08,3554.40,0.63792199,48.54051208,3.16,9.42,567.31,23.26,
2022-06-03 14:15:07,3335.20,0.64213198,48.54275513,3.15,9.54,585.83,26.04,
2022-06-03 14:16:08,3094.10,0.64695799,48.54450607,3.16,9.70,604.50,28.86,
2022-06-03 14:17:08,2869.20,0.65415001,48.54630280,3.15,9.88,623.20,31.18,
2022-06-03 14:18:08,2637.10,0.66123003,48.54829407,3.13,10.09,642.31,33.12,
2022-06-03 14:19:08,2401.30,0.66868001,48.54971313,3.12,10.31,661.60,35.30,
2022-06-03 14:20:08,2174.00,0.67495000,48.55221558,3.12,10.55,681.34,37.18,
2022-06-03 14:21:08,1947.80,0.68094498,48.55426788,3.10,10.79,701.58,39.79,
2022-06-03 14:22:08,1722.80,0.68480700,48.55530548,3.11,11.03,722.12,42.45,
2022-06-03 14:23:08,1512.10,0.68697298,48.55694580,3.10,11.27,743.01,45.17,
2022-06-03 14:24:08,1316.40,0.68901497,48.56022644,3.10,11.53,764.27,47.68,
2022-06-03 14:25:08,1118.10,0.69145000,48.56286621,3.08,11.79,785.53,49.97,
2022-06-03 14:26:08,916.50,0.69221801,48.56427765,3.09,12.07,806.47,52.29,
2022-06-03 14:27:08,720.70,0.69103497,48.56415558,3.07,12.37,827.38,54.48,
2022-06-03 14:28:08,523.10,0.68868202,48.56328583,3.06,12.69,848.41,57.00,
2022-06-03 14:29:08,328.00,0.68630803,48.56265259,3.05,13.02,869.51,61.92,
2022-06-03 14:30:08,230.90,0.68534201,48.56254959,3.03,13.38,890.87,68.67,
2022-06-03 14:31:08,230.90,0.68534303,48.56254959,3.02,13.74,912.42,74.09,
2022-06-03 14:32:08,230.80,0.68534797,48.56254959,3.01,14.11,931.22,78.37,
2022-06-03 14:33:08,230.80,0.68534702,48.56254959,3.01,14.46,945.32,75.78,
2022-06-03 14:34:08,230.80,0.68534702,48.56254959,2.98,14.81,955.89,73.67,
2022-06-03 14:35:08,230.70,0.68534702,48.56254959,2.97,15.17,963.83,71.83,
2022-06-03 14:36:08,230.50,0.68534702,48.56254578,2.97,15.54,969.79,69.98,
2022-06-03 14:37:08,230.40,0.68535298,48.56254196,2.96,15.93,974.28,67.74,
2022-06-03 14:38:08,230.40,0.68534702,48.56254196,2.94,16.34,977.64,65.54,
2022-06-03 14:39:08,230.60,0.68533701,48.56254959,2.92,16.77,980.14,63.29,
2022-06-03 14:40:08,229.90,0.68533498,48.56255722,2.90,17.20,982.05,62.74,
2022-06-03 14:41:08,229.50,0.68545002,48.56258392,2.89,17.63,983.46,60.45,
2022-06-03 14:42:08,229.70,0.68545300,48.56258011,2.88,18.06,984.53,58.24,
2022-06-03 14:43:08,229.80,0.68545198,48.56258011,2.88,18.49,985.33,57.06,
2022-06-03 14:44:08,229.50,0.68540502,48.56254578,2.85,19.01,985.95,86.17,
2022-06-03 14:45:08,229.70,0.68542498,48.56254959,2.83,19.55,986.42,83.52,
2022-06-03 14:46:08,229.70,0.68542701,48.56254959,2.82,20.07,986.78,83.19,
2022-06-03 14:47:08,229.20,0.68543702,48.56255341,2.79,20.56,987.05,82.46,
